Regne,Categorie,Code_espece,Nom_francais,Nom_latin,Nom_anglais,Nom latin,Espèces similaires,Description,Habitat,Propagation,Présence au Québec,Exercer contrôle,Feuilles,Fleurs,Fruits ou graines,Tige,Racines,Message d'alerte,Traits,Examples,img_path,is_invasive
Flore,Plantes de milieux terrestres,DOMPN,Dompte-venin noir,Vincetoxicum nigrum,Black swallowwort,Vincetoxicum nigrum,"Dompte-venin de Russie (<i>Vincetoxicum rossicum</i>), aristoloche à grandes feuilles (<i>Isotrema macrophyllum</i> ), chèvrefeuille toujours vert (<i>Lonicera sempervirens</i>), dompte-venin lisse (<i>Cynanchum laeve</i>), bignone radicant (<i>Campsis radicans</i>) ","Vigne vivace s'enroulant autour des structures, des arbres, des arbustes ou sur elle-même et formant une masse de tiges emmêlées, pouvant mesurer de 0,6 à 2 m. Toutes les parties de la plante peuvent contenir une sève laiteuse.","Le dompte-venin noir aime les sols riches en calcaire. On peut observer la plante dans les champs, les fourrés, le long des routes et des bandes riveraines, dans les plantations, les forêts, les prairies à herbes hautes et les alvars.",La plante peut être introduite et propagée par les horticulteurs. Elle se propage par ses graines plumeuses ou par ses rhizomes.  ,,,"Les feuilles sont ovales et leur extrémité est pointue. Elles mesurent de 7,5 à 10 cm de long et de 5 à 7 m de large. Leur marge porte des poils. Des veines sont visibles sur leur face inférieure. Elles sont disposées par paires opposées le long de la tige. ","Les fleurs sont de couleur pourpre foncé ou noirâtre. Elles comportent 5 pétales et ont la forme de petites étoiles. Les fleurs portent des poils blancs. Les fleurs sont pétiolées, regroupées en grappes et prennent naissance à l'aisselle des feuilles. La floraison a lieu de juin à juillet.","Les fruits sont disposés par paires et ont la forme d’une gousse allongée. Ils mesurent de 4 à 7 cm de long et 0,5 cm de large. Leur couleur passe de vert à brun pâle lorsqu'ils sont mûrs. Ils s'ouvrent alors pour libérer les graines, qui sont aplaties et munies de poils duveteux. Les graines sont libérées de la fin de juillet jusqu’au début de novembre.",Les tiges sont ligneuses. Elles sont lisses ou couvertes de poils fins. Le dompte-venin noir a des rhizomes qui produisent de nouvelles tiges. ,Les racines sont ligneuses.,,"['Assertive', 'Vibrant', 'Intriguing', 'Free-spirited', 'Magnetic']","[f'Hey! I\'m your friendly {Black_swallowwort}, a real go-getter! So, need any help?', 'Woah, slow down! That mysterious milk sap has me feeling all quirky and enigmatic!', 'I say, what a lovely day to wrap around a tree! Sun's out, life's good!', 'Hey there, I noticed you staring. Wanna go on an adventure? My roots are itching for some exploration!']",images/reference/vincetoxicum_nigrum.jpg,True
Flore,Plantes de milieux terrestres,EGOPO,Égopode podagraire,Aegopodium podagraria,Goutweed,Aegopodium podagraria,"Cryptoténie du Canada (<i>Cryptotaenia canadensis</i>), osmorhize à long style (<i>Osmorhiza longistylis</i>) et zizia doré (<i>Zizia aurea</i>) ",Plante vivace rampante pouvant mesurer entre 40 et 100 cm de haut.,"L'égopode podagraire préfère les milieux partiellement ensoleillé ou entièrement ombragés, bien drainés ou humides. Il tolère les sols pauvres en nutriments. Cette plante horticole s'échappe des aménagements et on l'observe fréquemment dans les forêts, les zones riveraines, les champs abandonnés et les pâturages.  ",La plante peut être introduite et propagée par les horticulteurs. Elle se propage principalement par ses rhizomes. L'arrachage des plants peut fragmenter les rhizomes et contribuer à la multiplication de l'espèce. ,,,"La plupart des feuilles sont basales, étant attachées directement sur le rhizome. Les feuilles basales comportent habituellement 9 folioles. Les folioles sont ovales et leur base est élargie. Leur marge est dentée. Les folioles situées à l'extrémité de la feuille sont similaires à ceux qu'on trouve à la base, mais leur taille est plus petite et leur pétiole est plus court. Les feuilles de la variété horticole de l'égopode podagraire ont une marge blanche. Toutefois, lorsque la plante s'échappe des plates-bandes, ses feuilles perdent souvent leur marge blanche et deviennent entièrement vertes.  ",Les fleurs sont blanches et réparties en ombelles de 6 à 12 cm de large. La floraison a lieu en juin. ,"Les fruits sont bruns, aplatis latéralement et mesurent environ 0,5 cm de long. Les graines n'ont pas une longue viabilité et nécessitent une période de gel pour germer. Elles germent généralement l'année suivant leur production.  ","L'espèce est dotée de tiges souterraines rampantes, appelées rhizomes.",,,"['Confident', 'Social', 'Horticultural', 'Adaptable', 'Rhizomatic', 'Low-Maintenance']","[f'Hey! I\'m Aegopodium podagraria, the confident {""plant""} around here!', 'So, let\'s go for a walk! I love spreading out and exploring, woohoo!', 'You gotta be quick like me! I\'m a sneaky rhizome, hard to catch!', 'I\'m a low-key plant, man. Sunlight? Nah, I\'m cool with the shade!', 'White petals, baby! That\'s how you know it\'s me']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,ACENU,Érable à Giguère,Acer negundo,Manitoba Maple,Acer negundo,Frêne de Pennsylvanie (<i>Fraxinus pennsylvanica</i>) et autres frênes indigènes. ,Arbre feuillu de petite ou moyenne taille qui peut atteindre de 9 à 18 m de haut. Son tronc est court alors que sa cime est large et arrondie. Sa croissance est rapide mais sa durée de vie n'est que d’environ 60 ans. ,"L'érable à Giguère pousse dans des sols secs ou humides, dans les plaines inondables et les zones perturbées, le long des routes et des voies ferrées, et il peut s'établir en milieu naturel.","Fréquemment utilisé dans les aménagements paysagers, l'érable à Giguère se propage facilement grâce à son abondante production de graines ailées transportées par l'eau et le vent. ",,,"Les feuilles sont composées et comportent de 3 à 7 folioles à lobes irréguliers. Elles sont disposées par paires opposées, de chaque côté de la tige.  ","L'espèce est dioïque, c'est-à-dire que les fleurs mâles et les fleurs femelles sont portées par des plants différents. Les fleurs sont petites, discrètes et produites tôt au printemps, avant l'apparition des feuilles.  ",Les samares sont attachées par paires et forment un angle de 45 degrés. Chaque samare comporte une graine et une excroissance en forme d'aile membraneuse.  ,"L'écorce est de couleur brun grisâtre. À maturité, elle porte des crêtes étroites et solides. Les jeunes branches sont de couleur vert pourpre et ont un revêtement blanc cireux qui s'enlève au toucher. Les bourgeons ont la forme d'un œuf et sont recouverts de poils blancs fins. ",,,"['Majestic', 'Quick', 'Social', 'Generous', 'Tough', 'Mysterious', 'Practical']","[f'Hey! I\'m your friendly Manitoba Maple here. Wow, such a tall and majestic tree, hey?', 'So quick to grow, bro! But I\'m not gonna live forever, sadly :(', 'Time to flower and make some new plant pals! Dioicously!', 'Gotta look out for those passing by, might just help them landscape their yard!', 'Tough times ahead when the floods come, but I\'m ready!', 'I\'m a bit of a mystery, a discreet flower power!', 'Hey, I\'m just a practical maple, no need for frills!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,ERANO,Érable de Norvège,Acer platanoides,Norway maple,Acer platanoides,Érable à sucre (<i>Acer saccharum</i>) ,Grand arbre feuillu dont la cime étendue et arrondie peut atteindre de 12 à 18 m de haut.  ,"L'érable de Norvège peut pousser dans une vaste gamme de conditions telles que des sols sablonneux, acides ou argileux. Il tolère la chaleur et la sécheresse, l'ombre ou l'exposition au soleil, ainsi que la pollution atmosphérique à l'ozone ou au dioxyde de soufre. On le trouve dans les milieux ouverts, les forêts matures, les zones humides boisées, les sites perturbés, le bord des routes et des cours d'eau et les milieux urbains. ","Abondamment utilisé en horticulture et dans les aménagements urbains, l'érable de Norvège produit une grande quantité de graines qui sont transportées par le vent et l'eau. Celles-ci germent facilement et rapidement.",,,"Les feuilles sont opposées, palmées et ont de 5 à 7 lobes pointus. Leur marge porte quelques grandes dents. Les feuilles peuvent mesurer de 10 à 18 cm de large. Le pétiole exsude une sève laiteuse lorsqu'il est cassé. Les feuilles sont de couleur vert foncé et elles deviennent jaunes à l'automne. Vers la fin de l'été, elles portent souvent des taches circulaires noires causées par une maladie fongique. Les feuilles tombent tardivement à l’automne, ce qui leur offre une longue saison de croissance. Une fois au sol, les feuilles dégagent des toxines qui affectent les champignons.","Les fleurs sont petites et mesurent de 5 à 6 mm. Elles sont d'un jaune verdâtre et elles apparaissent avant les feuilles, en avril ou en mai. Les fleurs ont un long pédoncule érigé et sont groupées en corymbes. ",Les fruits sont des samares groupées par paires. Les ailes des samares sont divergentes et peuvent former un angle de 180 degrés. Elles mesurent de 4 à 5 cm de long et portent une graine. Les samares sont vertes lorsqu'elles sont jeunes et elles deviennent jaunes puis marron à maturité. ,"D'abord d'un gris brunâtre et lisse, l'écorce devient noire, striée et sillonnée avec l'âge. ",Le réseau de racines de l'érable de Norvège est peu profond. ,,"['Versatile', 'Homebody', 'Sensory', 'Tough', 'Practical', 'Late Bloomer']","[f'Well, hey there! I\'m your friendly neighborhood Norway Maple! Not too picky about my soil, you know.',
'Woah, hold on a sec, those cold winds give me the chills! I\'m more of a warm-weather kinda tree!',
'You know, I\'m a real people person! Er, I mean, plant person? Love chatting, but I also like to take my time and enjoy the sun!',
'Hey now, be careful with my leaves! They\'re delicate and sensitive, you know. Sniff...',
'Oh, don\'t mind me, I\'m just a tough nut... Er, I mean, a tough bark!',
'Gosh, I\'m so practical you wouldn\'t believe it! My seeds travel far and wide, and that helps me make new friends.']",images/reference/acer_platanoides.jpg,True
Flore,Plantes de milieux terrestres,GAILL,Gaillet mollugine,Galium mollugo,Smooth bedstraw,Galium mollugo,Gaillet indigène (<i>Gallium</i> spp) et gaillet gratteron (<i>Galium aparine</i>).,"Le gaillet mollugine est une plante herbacée vivace qui peut atteindre 1,2 m de hauteur et 1,0 m de diamètre. Il envahit facilement les prés et les sites perturbés pour dominer la végétation herbacée.    ","Le gaillet mollugine pousse dans les milieux ouverts ou partiellement ouverts. Il tolère une grande variabilité de conditions de croissance mais préfère les sols mésiques. Il devient plus grand dans les sols fertiles mais pousse également dans les sols sablonneux, graveleux, argileux ou marécageux. Il colonise les anciennes terres agricoles, les prairies naturelles, le bord des routes, les bandes riveraines et les sites perturbés. Le gaillet mollugine est un envahisseur efficace qui réussit à coloniser des milieux où d'autres espèces envahissantes ne parviennent pas à s'implanter. ",Le gaillet mollugine se propage par ses graines et par ses rhizomes. Il se propage facilement le long des routes et des voies ferrées. ,,,"Les feuilles sont simples et de couleur vert clair. Elles sont disposées en verticilles de 5 à 12 feuilles, dont 8 se trouvent habituellement sur la tige principale et 6 sur les tiges secondaires. Les feuilles sont oblancéolées, obovées ou linéaires et elles mesurent de 1 à 3 cm de long et de 0,2 à 0,35 cm de large. Elles portent une veine proéminente et leur extrémité est pointue. La marge de la feuille est parfois recourbée et peut porter des poils courts qui pointent vers son extrémité. Elles n'ont pas une texture rugueuse.","L'inflorescence est une panicule composée de cymes, dont les branches peuvent mesurer de 5 à 15 cm de long. L'inflorescence peut porter des verticilles de petites feuilles. Les fleurs sont bisexuées. Elles ont 4 étamines et 2 styles reliés à la base. Elles sont blanches ou verdâtres. La corolle a la forme d'une roue et se compose de 4 lobes oblongs et pointus. Le calice est légèrement denté et a des lobes réduits.   ","Le fruit est un schizocarpe de 1 à 2 mm d'épaisseur divisé en 2 carpelles, chacun contenant une graine. Les graines sont réniformes ou globulaires, concave d'un côté et convexe de l'autre. Elles sont glabres, ridées et de couleur brune. ","Les tiges mesurent de 0,3 à 1,2 m de hauteur et ont un diamètre de 1,0 à 3,5 mm. Elles sont souples. Parfois lisses ou légèrement pubescentes, elles sont angulaires et ont 4 ou 5 nervures longitudinales. Les tiges sont ramifiées aux nœuds vers leur extrémité. Elles sont d'abord érigées puis s'affaissent pour former un tapis et grimper sur la végétation adjacente.  ",Le système racinaire du gaillet mollugine est composé d'une racine pivotante très ramifiée qui peut atteindre 50 cm de profondeur et de rhizomes qui se propagent horizontalement pour former de nouvelles tiges. La plupart des rhizomes se trouvent dans les 5 premiers centimètres du sol. Les racines sont denses et de couleur rouge-orange alors que la couleur des rhizomes varie de jaune à orange. ,,"['Assertive Invader', 'Adaptable Spreader', 'Social Dominator', 'Clear Communicator', 'Human Neighbor', 'Efficient Problem Solver', 'Habitats Explorer']","[""Wow! Hey there, it's me, Gaillet mollugine, the assertive invader! Just popping in to say hello!"",
""I'm spreading my roots and taking over! Oh, sorry, did I step on your toes? Better watch out!"",
""Hey pal, I'm a social butterfly, I mean, a social dominator! Parties, roads, and railways are my favorite hangout spots!"",
""Look at me, I'm a smooth talker, a real charmer. You know it!"",
""Humans are my neighbors, and I've got to admit, I do like to keep an eye on you. You're intriguing!"",
""With my super efficient problem-solving skills, I can take over the world, whoops, I mean, help out in many ways!"",
""Time to explore, I'm off to find new amazing habitats! Wish me luck!""]",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,IMPAT,Impatiente glanduleuse,Impatiens glandulifera,Himalayan balsam,Impatiens glandulifera,"L’<B>impatiente du Cap</B>  (<i>Impatiens capensis</i>), l’<B>impatiente pâle</B> (<i>Impatiens pallida</i>) et l’<B>impatiente à petites fleurs</B> (<i>Impatiens parviflora</i>) peuvent facilement être différenciées par la teinte de leurs fleurs qui varie entre le jaune pâle et le rouge orangé ainsi que par l’absence de coloration pourpre sur la tige et les feuilles. Par contre, l’impatiente glanduleuse peut être confondue avec l’<B>impatiente de Balfour</B> (<i>Impatiens balfourii</i>) qui possède aussi des fleurs dans les tons de rose. La fleur de l’impatiente de Balfour est toutefois bicolore; la partie supérieure de la fleur est blanche alors que la partie inférieure est rose pâle. De plus, son centre est souvent taché de jaune.",Plante annuelle pouvant atteindre de 1 à 3 m de haut. Les fleurs de l'impatiente glanduleuse sont voyantes et ses feuilles dégagent une odeur de moisi. ,"L'impatiente glanduleuse pousse dans les sols mouillés, dans les tourbières ou dans les plaines inondables. Elle peut être observée en milieu agricole, dans les zones ouvertes des forêts naturelles, dans les bandes riveraines, dans les prairies, dans les milieux urbains ou perturbés.",La plante peut être introduite et propagée par les horticulteurs. Elle se propage par ses graines.   ,,,"Les feuilles de l'impatiente glanduleuse sont opposées, ovales et effilées aux deux extrémités. Leur marge est fortement dentelée. Elles peuvent mesurer de 6 à 15 cm de long. ","Groupées en grappes de 2 à 14 fleurs, elles sont roses à pourpres, parfois blanches. Composées de 5 pétales, elles ont une forme irrégulière similaire à celle d'un capuchon. Elles mesurent de 3 à 4 cm de long par 2 cm de large. ","Les capsules des graines mesurent de 1,5 à 3,5 cm de long et jusqu'à 3,5 cm de large. Elles contiennent de 4 à 16 graines. Les capsules matures explosent lorsqu'elles sont touchées, propulsant ainsi les graines sur une distance qui peut atteindre 5 m. Chaque plante peut produire jusqu'à 800 graines. ","La tige est lisse, creuse et ramifiée. Sa couleur varie de pourpre à rouge. Elle porte des noeuds renflés. ",Le système racinaire est dense et se développe en surface. Des racines aériennes peuvent être produites sur la tige. ,,"['Tall', 'Vibrant', 'Confident', 'Social', 'Explosive', 'High-maintenance']","[f'Hey! Tall and vibrant here, ready to chat!', 'Woah, watch out! My leaves are super aromatic and confident!', 'Exploding with excitement, my seeds go everywhere! A bit hard to control, hehe!', 'I love hanging around wet places and parties! Such a social butterfly!', 'You gotta watch out for my quick growth - I can take over!']",images/reference/impatiens_glandulifera.jpg,True
Flore,Plantes de milieux terrestres,LYSIM,Lysimaque nummulaire,Lysimachia nummularia,Creeping yellow loosestrife,Lysimachia nummularia,,,,,,,,,,,,,"['Steadfast', 'Confident', 'Resourceful', 'Vulnerable']","[f'Hey! I\'m {name}. Don\'t be fooled by my bright blooms, I\'m a sneaky one!', 'I spread out wide, but whisper secrets to the soil!', 'My stems may look weak, but I got resources up the hoopah!', 'You gotta watch out, I\'m a determined little number, eh?']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,MISCA,Miscanthus commun,Miscanthus sacchariflorus,Amur silvergrass,Miscanthus sacchariflorus,Miscanthus de Chine (<i>Miscanthus sinensis</i>) ,Le miscanthus commun est une graminée vivace introduite à des fins horticoles qui s'échappe des aménagements et qui peut former des massifs denses et vigoureux. Le miscanthus de Chine est également utilisé en horticulture mais il n'est pas envahissant au Québec.,"Le miscanthus commun aime les sols humides et les milieux ouverts ou semi-ombragés. Il s'échappe des plates-bandes pour coloniser les milieux ouverts perturbés, les fossés, l'emprise des routes, les berges des lacs et celles des cours d'eau. ",Le miscanthus commun se propage par ses graines et ses rhizomes. ,,,"Les feuilles peuvent mesurer 1 m de long et 2,5 cm de large. Elles ont une veine centrale blanc argenté et une pointe effilée et recourbée. La ligule des feuilles mesure entre 0,5 et 1 mm de haut. Densément velue, la base de la surface peut être ventrale ou tournée vers la tige de la feuille. Les feuilles du miscanthus commun deviennent orangées à l'automne, ce qui facilite sa détection. ","Les inflorescences sont des panicules rosâtres ou blanchâtres en forme d'éventail qui peuvent mesurer de 15 à 40 cm de long et de 4 à 10 cm de large. Les panicules sont ramifiées et sont fortement recourbées à maturité. Elles ont une texture plumeuse et soyeuse. Les épillets mesurent de 4 à 6 mm de long. De longs poils soyeux, les callus, sont attachés à la base des épillets et sont de 2 à 4 fois plus longs que ceux-ci. Les inflorescences apparaissent en août et en septembre.  ",Les fruits sont des caryopses.,Les tiges mesurent de 60 à 250 cm de haut et de 5 à 8 mm de large. Les noeuds portent des poils. ,L'espèce a un système de rhizomes important. Ceux-ci ont un diamètre de 3 à 6 mm. ,,"['Vibrant', 'Extrovert', 'Impressive', 'Friendly', 'Practical']","[f'Hey! I\'m your friendly {Miscanthus Commun} here, ready to brighten up your day with my vibrant personality!', 'Woohoo! Let\'s go on an adventure! I\'m a real go-getter, you know?', 'Look at me standing tall and proud! Can\'t miss me, hey?', 'Making new friends is my superpower! Got plenty of seeds and rhizomes to go around!', 'I\'m a helpful soul. Need a hand? My rhizomes are always up for some action!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,NERPB,Nerprun bourdaine,Frangula alnus,Glossy buckthorn,Frangula alnus,Nerprun cathartique (<i>Rhamnus cathartica</i>),Grand arbuste ou petit arbre pouvant atteindre une hauteur de 7 m et formant des massifs denses. ,"Le nerprun bourdaine pousse dans les champs abandonnés, en bordure des forêts, dans les forêts tourbeuses, les pâturages, les plantations forestières, en bordure des routes, dans les tourbières arbustives, les fens, en bordure des bogs, dans les terrains vagues, les terres agricoles, les prairies humides et les jardins. Le nerprun bourdaine tolère des habitats plus humides et a besoin de plus de lumière que le nerprun cathartique.","La plante se propage par ses graines, qui sont dispersées par les oiseaux, les animaux ou les cours d'eau. Les nombreux rejets de souche produits par l'arbuste contribuent à sa multiplication.",,,"La surface des feuilles est vert foncé et brillante, alors que la face inférieure peut être couverte de poils. Les feuilles mesurent entre 3 et 7 cm et leur extrémité est arrondie. Leur disposition sur les tiges est alterne. Les feuilles demeurent vertes jusqu'à la fin de l'automne, moment où elles peuvent devenir jaunâtres. Elles demeurent sur les tiges alors que la plupart des autres plantes ont perdu leurs feuilles.","Les fleurs sont de couleur jaune verdâtre. Elles sont bisexuées, c'est-à-dire qu'elles portent chacune des organes reproducteurs mâles et femelles. Les fleurs sont petites et ont la forme d'une cloche. Elles sont sessiles et peuvent être regroupées en ombelles glabres à l'aisselle des feuilles. Les fleurs apparaissent après la formation des feuilles, de mai à septembre.",Les fruits sont des drupes sphériques rouges qui deviennent noires à maturité. ,L'écorce du tronc est de couleur gris brunâtre. Elle est lisse et porte des lenticelles légèrement surélevées. L'écorce peut être légèrement fissurée sur les grosses tiges. Les nouvelles pousses et les extrémités des tiges peuvent être pubescentes. Le nerprun bourdaine forme des rejets de souche. ,,,"['Assertive', 'Adaptable', 'Self-Sufficient', 'Persistent', 'Imposing', 'Resilient']","[f'Hey! I\'m {name}, the assertive and resilient one!', 'Adapt to new sunlight conditions, woohoo!', 'Self sufficiently spreading my seeds, buddy!', 'Gotta love my tenacious spirit and stubbornness!"", 'You gonna mess with my dense massif, pal?']",images/reference/frangula_alnus.jpg,True
Flore,Plantes de milieux terrestres,NERPC,Nerprun cathartique,Rhamnus cathartica,European buckthorn,Rhamnus carthartica,Nerprun bourdaine (<i>Frangula alnus</i>),Grand arbuste ou petit arbre ramifié pouvant atteindre une hauteur de 6 m. ,"Le nerprun cathartique pousse dans une grande variété de sols et de conditions lumineuses. On peut l'observer dans les boisés, les champs, en bordure des forêts, le long des routes, dans les bandes riveraines, dans les forêts matures et le long des corridors hydroélectriques. ","La plante se propage par ses graines, qui sont dispersées par les oiseaux, les animaux ou les cours d'eau. Les nombreux rejets de souche produits par l'arbuste contribuent à sa multiplication. ",,,"Les feuilles sont vert foncé et sont de forme ovale. Leur extrémité est pointue et leur bordure est finement dentelée. Les feuilles portent de 3 à 4 paires de nervures recourbées vers leur pointe. Elles mesurent de 2,5 à 6 cm de long. Elles sont disposées par paires opposées le long de la tige. Les feuilles demeurent vertes jusqu'à la fin de l'automne. ",Les fleurs ont de 2 à 6 petits pétales de couleur jaune verdâtre. Elles sont regroupées à la base des feuilles. Les fleurs mâles et femelles sont présentes sur des plants séparés. Les fleurs apparaissent tôt au printemps. ,Les fruits ressemblent à de petites baies pourpres ou noires et sont formés à la fin de l'été et à l'automne. Ils persistent souvent dans les branches tout au long de l'hiver.,Le tronc peut atteindre jusqu'à 25 cm de diamètre. L'écorce du tronc est de couleur gris-noir et porte des lenticelles proéminentes qui ressemblent à de petites ouvertures ou à des pores surélevés. La cime des arbres matures est irrégulièrement ramifiée. La plupart des tiges de plus d'un an se terminent par une courte épine. Le nerprun cathartique forme des rejets de souche. ,,,"['Adaptable', 'Tough', 'Self-sufficient', 'Discreet', 'Persistent']","[f'Hey! Nerprun here. I\'m a tough customer, so ask me anything! Oh, and I\'m quite the adaptable one too.',
'Wow, that buckthorn sure is a secretive type. Guess its berries are too sour for small talk!',
'Heck yeah, I\'ve got suckers galore and I\'m here to stay! My thorny branches keep the pesky critters away.',
'I tell ya, this plant\'s a real go-getter. No fuss, just gets the job done!']",images/reference/rhamnus_cathartica.jpg,True
Flore,Plantes de milieux terrestres,ULMU,Orme de Sibérie,Ulmus pumila,Siberian elm,Ulmus pumila,"Orme d’Amérique (<i>Ulmus americana</i>), orme rouge (<i>Ulmus rubra</i>)","Arbre feuillu de petite ou moyenne taille à croissance rapide qui peut atteindre de 16 à 22 m de hauteur. La cime est composée de branches minces et étalées, ce qui lui donne une forme arrondie. ","L'orme de Sibérie tolère une grande diversité de conditions de croissance, y compris des températures extrêmes, des sols pauvres en éléments nutritifs et une faible humidité. On le trouve sur le bord des routes et des voies ferrées, dans les pâturages et les prairies, ainsi que sur les rives de cours d’eau. ","Fréquemment utilisé dans les aménagements paysagers, l'orme de Sibérie se propage facilement grâce à son abondante production de graines ailées transportées par l'eau et le vent.   ",,,"Les feuilles de l'orme de Sibérie sont alternes, petites et elliptiques. Elles mesurent de 2 à 6 cm de long. Leur marge comporte une seule série de dents. Leur base est légèrement asymétrique et peut être effilée ou arrondie. La face supérieure des feuilles est lisse et vert foncé, alors que leur face inférieure est plus pâle et porte quelques poils. Le nouveau feuillage peut être légèrement pubescent. Les pétioles sont glabres et mesurent de 2 à 4 mm.","Les fleurs apparaissent avant les feuilles. Elles sont groupées en fascicules de 6 à 15 fleurs de 0,5 cm de long. Elles sont verdâtres, n'ont pas de pétales et sont sessiles. Le calice comporte de 4 à 5 lobes glabres.   ",Les fruits sont des samares ailées qui contiennent une graine circulaire ou ovale. Les fruits mesurent environ 1 cm de large. ,L'écorce est grise ou brune et présente des sillons peu profonds lorsque l’arbre atteint la maturité. Les bourgeons et les rameaux portent peu de poils.  ,,,"['Unassuming', 'Resilient', 'Adaptable', 'Friendly', 'Quirky', 'Efficient', 'Discreet', 'Reliable']","[f'Well, hey there! I\'m your friendly neighborhood Siberian Elm, ready to lend an ear!',
 'Wow, it\'s so hot today! Guess I\'m just a resilient little tree.',
 'Hiya, I can grow in almost any old place! Super flexible, you know?',
 'Hey, watcha thinkin\' bout? I got seeds that\'ll go further than your thoughts!']",images/reference/question_mark.jpg,True
Flore,Plantes de milieux terrestres,PANAI,Panais sauvage,Pastinaca sativa,Wild parsnip,Pastinaca sativa,"Le panais sauvage se distingue des autres apiacées (ombellifères) par ses fleurs jaunes, ses feuilles basales pennées et sa forte odeur de panais.","Plante bisannuelle ou vivace à courte durée de vie, pouvant mesurer jusqu'à 2 m de haut et former de grandes colonies dans les milieux perturbés. Le panais sauvage et le panais cultivé sont la même espèce. La forme cultivée produit une racine plus grosse, moins âcre et plus savoureuse que la forme sauvage. ","Le panais sauvage colonise les sites perturbés ouverts, comme les bords des routes, des voies et des sentiers. On l'observe aussi dans les terrains et les champs abandonnés. Il peut pousser dans les sites semi-ombragés tels que les bordures de forêts, les fourrés ou les bandes riveraines. Le panais sauvage préfère les sols secs ou mésiques, mais il tolère également les sols humides. Bien qu'il tolère une grande variabilité de pH, le panais sauvage préfère les sols alcalins calcaires.","L'espèce se propage uniquement par ses graines. Les graines ailées sont facilement transportées par le vent le long des routes et des voies ferrées, ou flottent sur les cours d'eau. Les graines peuvent aussi être propagées par l'intermédiaire des sols touchés.",,,"Les feuilles sont pennées ou bipennées, c'est-à-dire qu'elles sont composées de folioles qui peuvent se subdiviser à leur tour. Elles sont alternes et mesurent environ 40 cm. Elles peuvent être lisses ou porter des poils. Les feuilles des tiges florales sont relativement larges, grossièrement dentées et leurs folioles, opposées par paires, n'ont qu'un lobe de 5 à 10 cm de long, de forme elliptique ou lancéolée. La foliole terminale est toutefois composée de 3 lobes. Il existe une certaine variabilité dans la taille, la forme et le nombre des folioles. Les pétioles portent des rainures. Ils sont élargis à la base et embrassent la tige.  ","Les fleurs sont jaunes. Elles sont composées de 5 pétales entiers et mesurent environ 2,5 mm de large. Elles sont groupées en ombellules puis en ombelles. Les ombelles mesurent de 10 à 20 cm de large. Leur sommet est plus ou moins aplati. Elles comportent de 6 à 25 rayons de 2 à 5 cm. Ces rayons supportent les ombellules de petites fleurs jaunes. L'ombelle principale porte en son centre des fleurs femelles seulement, alors que les fleurs en périphérie portent les deux sexes. Les ombelles secondaires et tertiaires portent principalement des fleurs mâles. La floraison a lieu de mai à juin.","Les fruits sont secs, lisses, légèrement ailés et aplatis à l'arrière. Ils contiennent deux graines qui sont dispersées à l'automne. Les graines sont aplaties et de forme arrondie ou ovale. Elles ont des ailes étroites. Elles mesurent de 4 à 8 mm et sont de couleur paille ou brun pâle. Sur chaque côté des graines, on observe 2 ou 4 tubes foncés contenant de l'huile.",Les tiges florales sont érigées et peuvent atteindre 2 m de haut. Elles sont creuses et ont des rainures. Elles portent des poils épars. Elles sont souvent ramifiées aux noeuds situés près du sommet de la tige.,La racine est pivotante et épaisse. Elle devient plus ramifiée et dure avec le temps. Sa couleur varie de blanc à brun jaunâtre.,"Le contact avec la sève du panais sauvage, combiné à l'exposition à la lumière, peut causer des lésions cutanées semblables à des brûlures. ","['Sturdy', 'Independent', 'Visible', 'Adventurous', 'Adaptable', 'Scented']","[f'Hey! I''m a tall and sturdy guy, so you can come to me for support!', 'I like my own company, but you''re welcome to stick around! Wild and free, baby!', 'Look at me! I''m a real standout with my yellow flowers and big leaves :D', 'I''m a bit of a loner, but I won''t shy away from some chit-chat. Hey there!', 'Adaptable? Oh yeah! I''m happy to grow in loads of different soils. Just don''t mess with my preferences!', 'Sniff... I can be a bit smelly. But that''s okay! It's all part of my charm.']",images/reference/question_mark.jpg,True
